topic,action,path,reason
critique of testing,create_planned,/home/dan/wealtheow/Topic Notes/critique of testing.md,missing topic note
Critiques,exists,/home/dan/wealtheow/Topic Notes/Critiques.md,topic note already exists
Crop domestication,create_planned,/home/dan/wealtheow/Topic Notes/Crop domestication.md,missing topic note
Crop origins,create_planned,/home/dan/wealtheow/Topic Notes/Crop origins.md,missing topic note
cross-border educational collaboration,create_planned,/home/dan/wealtheow/Topic Notes/cross-border educational collaboration.md,missing topic note
cross-border partnerships,create_planned,/home/dan/wealtheow/Topic Notes/cross-border partnerships.md,missing topic note
Cross-cultural reception,create_planned,/home/dan/wealtheow/Topic Notes/Cross-cultural reception.md,missing topic note
cross-cultural studies,create_planned,/home/dan/wealtheow/Topic Notes/cross-cultural studies.md,missing topic note
cross-cutting exposure,create_planned,/home/dan/wealtheow/Topic Notes/cross-cutting exposure.md,missing topic note
cross-linguistic comparison,create_planned,/home/dan/wealtheow/Topic Notes/cross-linguistic comparison.md,missing topic note
cross-linguistic interference,create_planned,/home/dan/wealtheow/Topic Notes/cross-linguistic interference.md,missing topic note
cross-linguistic phonology,create_planned,/home/dan/wealtheow/Topic Notes/cross-linguistic phonology.md,missing topic note
cross-subsidisation,create_planned,/home/dan/wealtheow/Topic Notes/cross-subsidisation.md,missing topic note
Crosslinx Transit Solutions,create_planned,/home/dan/wealtheow/Topic Notes/Crosslinx Transit Solutions.md,missing topic note
Crossrail,create_planned,/home/dan/wealtheow/Topic Notes/Crossrail.md,missing topic note
cross‑subsidisation,create_planned,/home/dan/wealtheow/Topic Notes/cross‑subsidisation.md,missing topic note
Crowsnest Pass (Municipality),exists,/home/dan/wealtheow/Topic Notes/Crowsnest Pass (Municipality).md,topic note already exists
Crusades,create_planned,/home/dan/wealtheow/Topic Notes/Crusades.md,missing topic note
cryptography,create_planned,/home/dan/wealtheow/Topic Notes/cryptography.md,missing topic note
cult dynamics,create_planned,/home/dan/wealtheow/Topic Notes/cult dynamics.md,missing topic note
Cult Films,create_planned,/home/dan/wealtheow/Topic Notes/Cult Films.md,missing topic note
cult leader,create_planned,/home/dan/wealtheow/Topic Notes/cult leader.md,missing topic note
cultural analogy,create_planned,/home/dan/wealtheow/Topic Notes/cultural analogy.md,missing topic note
Cultural Appropriation,exists,/home/dan/wealtheow/Topic Notes/Cultural Appropriation.md,topic note already exists
Cultural attitudes toward A.I. adoption,create_planned,/home/dan/wealtheow/Topic Notes/Cultural attitudes toward A.I. adoption.md,missing topic note
cultural capital,exists,/home/dan/wealtheow/Topic Notes/cultural capital.md,topic note already exists
Cultural Change,create_planned,/home/dan/wealtheow/Topic Notes/Cultural Change.md,missing topic note
cultural contact,create_planned,/home/dan/wealtheow/Topic Notes/cultural contact.md,missing topic note
cultural context,create_planned,/home/dan/wealtheow/Topic Notes/cultural context.md,missing topic note
Cultural Criticism,create_planned,/home/dan/wealtheow/Topic Notes/Cultural Criticism.md,missing topic note
cultural criticism,create_planned,/home/dan/wealtheow/Topic Notes/cultural criticism.md,missing topic note
Cultural criticism,create_planned,/home/dan/wealtheow/Topic Notes/Cultural criticism.md,missing topic note
Cultural Critique,exists,/home/dan/wealtheow/Topic Notes/Cultural Critique.md,topic note already exists
Cultural Destruction,create_planned,/home/dan/wealtheow/Topic Notes/Cultural Destruction.md,missing topic note
cultural development,create_planned,/home/dan/wealtheow/Topic Notes/cultural development.md,missing topic note
cultural diffusion,create_planned,/home/dan/wealtheow/Topic Notes/cultural diffusion.md,missing topic note
cultural evolution,create_planned,/home/dan/wealtheow/Topic Notes/cultural evolution.md,missing topic note
cultural heritage,create_planned,/home/dan/wealtheow/Topic Notes/cultural heritage.md,missing topic note
Cultural Heritage,create_planned,/home/dan/wealtheow/Topic Notes/Cultural Heritage.md,missing topic note
cultural history,create_planned,/home/dan/wealtheow/Topic Notes/cultural history.md,missing topic note
cultural homogenization,create_planned,/home/dan/wealtheow/Topic Notes/cultural homogenization.md,missing topic note
cultural identity,create_planned,/home/dan/wealtheow/Topic Notes/cultural identity.md,missing topic note
cultural linguistics,create_planned,/home/dan/wealtheow/Topic Notes/cultural linguistics.md,missing topic note
cultural medicine,create_planned,/home/dan/wealtheow/Topic Notes/cultural medicine.md,missing topic note
cultural memory,create_planned,/home/dan/wealtheow/Topic Notes/cultural memory.md,missing topic note
Cultural Memory,create_planned,/home/dan/wealtheow/Topic Notes/Cultural Memory.md,missing topic note
cultural narrative,create_planned,/home/dan/wealtheow/Topic Notes/cultural narrative.md,missing topic note
cultural narratives,create_planned,/home/dan/wealtheow/Topic Notes/cultural narratives.md,missing topic note
Cultural Nationalism,create_planned,/home/dan/wealtheow/Topic Notes/Cultural Nationalism.md,missing topic note
cultural psychology,create_planned,/home/dan/wealtheow/Topic Notes/cultural psychology.md,missing topic note
cultural resistance,create_planned,/home/dan/wealtheow/Topic Notes/cultural resistance.md,missing topic note
cultural spectacle,create_planned,/home/dan/wealtheow/Topic Notes/cultural spectacle.md,missing topic note
Cultural Studies,exists,/home/dan/wealtheow/Topic Notes/Cultural Studies.md,topic note already exists
culture,create_planned,/home/dan/wealtheow/Topic Notes/culture.md,missing topic note
Culture,create_planned,/home/dan/wealtheow/Topic Notes/Culture.md,missing topic note
Culture (High),exists,/home/dan/wealtheow/Topic Notes/Culture (High).md,topic note already exists
Culture (Low),exists,/home/dan/wealtheow/Topic Notes/Culture (Low).md,topic note already exists
Culture (Popular),exists,/home/dan/wealtheow/Topic Notes/Culture (Popular).md,topic note already exists
Culture (Topic),exists,/home/dan/wealtheow/Topic Notes/Culture (Topic).md,topic note already exists
Culture and Technology Studies,exists,/home/dan/wealtheow/Topic Notes/Culture and Technology Studies.md,topic note already exists
culture war,create_planned,/home/dan/wealtheow/Topic Notes/culture war.md,missing topic note
Culture War,create_planned,/home/dan/wealtheow/Topic Notes/Culture War.md,missing topic note
Culture wars,create_planned,/home/dan/wealtheow/Topic Notes/Culture wars.md,missing topic note
Culture Wars,create_planned,/home/dan/wealtheow/Topic Notes/Culture Wars.md,missing topic note
cumulative advantage,create_planned,/home/dan/wealtheow/Topic Notes/cumulative advantage.md,missing topic note
Cumulative culture,create_planned,/home/dan/wealtheow/Topic Notes/Cumulative culture.md,missing topic note
Curriculum,exists,/home/dan/wealtheow/Topic Notes/Curriculum.md,topic note already exists
curriculum design,create_planned,/home/dan/wealtheow/Topic Notes/curriculum design.md,missing topic note
Cursor Pro,create_planned,/home/dan/wealtheow/Topic Notes/Cursor Pro.md,missing topic note
Custom Keyboards,create_planned,/home/dan/wealtheow/Topic Notes/Custom Keyboards.md,missing topic note
customer service,create_planned,/home/dan/wealtheow/Topic Notes/customer service.md,missing topic note
Cybercrime,create_planned,/home/dan/wealtheow/Topic Notes/Cybercrime.md,missing topic note
cyberharcèlement,create_planned,/home/dan/wealtheow/Topic Notes/cyberharcèlement.md,missing topic note
Cybermeneutics,create_planned,/home/dan/wealtheow/Topic Notes/Cybermeneutics.md,missing topic note
Cybersecurity,create_planned,/home/dan/wealtheow/Topic Notes/Cybersecurity.md,missing topic note
cynical pedagogy,create_planned,/home/dan/wealtheow/Topic Notes/cynical pedagogy.md,missing topic note
D. Elmina Davis,exists,/home/dan/wealtheow/Topic Notes/D. Elmina Davis.md,topic note already exists
D. Graham Burnett,create_planned,/home/dan/wealtheow/Topic Notes/D. Graham Burnett.md,missing topic note
D. J. Reynolds,exists,/home/dan/wealtheow/Topic Notes/D. J. Reynolds.md,topic note already exists
D.E.I.,create_planned,/home/dan/wealtheow/Topic Notes/D.E.I..md,missing topic note
D.O.G.E.,create_planned,/home/dan/wealtheow/Topic Notes/D.O.G.E..md,missing topic note
Dai Vernon,create_planned,/home/dan/wealtheow/Topic Notes/Dai Vernon.md,missing topic note
dairy culture,create_planned,/home/dan/wealtheow/Topic Notes/dairy culture.md,missing topic note
Dairy Industry,create_planned,/home/dan/wealtheow/Topic Notes/Dairy Industry.md,missing topic note
damage control,create_planned,/home/dan/wealtheow/Topic Notes/damage control.md,missing topic note
Damian Stevenson,create_planned,/home/dan/wealtheow/Topic Notes/Damian Stevenson.md,missing topic note
Dan Dunne,create_planned,/home/dan/wealtheow/Topic Notes/Dan Dunne.md,missing topic note
Dan Hendrycks,create_planned,/home/dan/wealtheow/Topic Notes/Dan Hendrycks.md,missing topic note
Dan O'Bannon,create_planned,/home/dan/wealtheow/Topic Notes/Dan O'Bannon.md,missing topic note
Dani McClain,exists,/home/dan/wealtheow/Topic Notes/Dani McClain.md,topic note already exists
Daniel Kahneman,create_planned,/home/dan/wealtheow/Topic Notes/Daniel Kahneman.md,missing topic note
Daniel Kokotajlo,create_planned,/home/dan/wealtheow/Topic Notes/Daniel Kokotajlo.md,missing topic note
Daniel Paul O'Donnell,exists,/home/dan/wealtheow/Topic Notes/Daniel Paul O'Donnell.md,topic note already exists
Daniel Paul O'Donnell: society-building,create_planned,/home/dan/wealtheow/Topic Notes/Daniel Paul O'Donnell: society-building.md,missing topic note
Daniel Paul ODonnell,exists,/home/dan/wealtheow/Topic Notes/Daniel Paul ODonnell.md,topic note already exists
Danielle Smith,create_planned,/home/dan/wealtheow/Topic Notes/Danielle Smith.md,missing topic note
Danish history,create_planned,/home/dan/wealtheow/Topic Notes/Danish history.md,missing topic note
Daphne Guinness,create_planned,/home/dan/wealtheow/Topic Notes/Daphne Guinness.md,missing topic note
Dario Amodei,create_planned,/home/dan/wealtheow/Topic Notes/Dario Amodei.md,missing topic note
dark humour,create_planned,/home/dan/wealtheow/Topic Notes/dark humour.md,missing topic note
Dark Patterns,create_planned,/home/dan/wealtheow/Topic Notes/Dark Patterns.md,missing topic note
Daron Acemoglu,create_planned,/home/dan/wealtheow/Topic Notes/Daron Acemoglu.md,missing topic note
DARPA,create_planned,/home/dan/wealtheow/Topic Notes/DARPA.md,missing topic note
Dartmouth College,create_planned,/home/dan/wealtheow/Topic Notes/Dartmouth College.md,missing topic note
Darwinism,create_planned,/home/dan/wealtheow/Topic Notes/Darwinism.md,missing topic note
dash history,create_planned,/home/dan/wealtheow/Topic Notes/dash history.md,missing topic note
Data,exists,/home/dan/wealtheow/Topic Notes/Data.md,topic note already exists
Data Centers,exists,/home/dan/wealtheow/Topic Notes/Data Centers.md,topic note already exists
data centre investment,create_planned,/home/dan/wealtheow/Topic Notes/data centre investment.md,missing topic note
Data centres,create_planned,/home/dan/wealtheow/Topic Notes/Data centres.md,missing topic note
data colonialism,exists,/home/dan/wealtheow/Topic Notes/data colonialism.md,topic note already exists
Data Colonialism Data Company Store (Paper),exists,/home/dan/wealtheow/Topic Notes/Data Colonialism Data Company Store (Paper).md,topic note already exists
Data Company Store,exists,/home/dan/wealtheow/Topic Notes/Data Company Store.md,topic note already exists
data company towns,create_planned,/home/dan/wealtheow/Topic Notes/data company towns.md,missing topic note
Data Ethics,create_planned,/home/dan/wealtheow/Topic Notes/Data Ethics.md,missing topic note
data ethics,create_planned,/home/dan/wealtheow/Topic Notes/data ethics.md,missing topic note
Data extraction,create_planned,/home/dan/wealtheow/Topic Notes/Data extraction.md,missing topic note
data haven,create_planned,/home/dan/wealtheow/Topic Notes/data haven.md,missing topic note
data law,create_planned,/home/dan/wealtheow/Topic Notes/data law.md,missing topic note
Data Modelling,create_planned,/home/dan/wealtheow/Topic Notes/Data Modelling.md,missing topic note
data quality,create_planned,/home/dan/wealtheow/Topic Notes/data quality.md,missing topic note
Data Science,create_planned,/home/dan/wealtheow/Topic Notes/Data Science.md,missing topic note
Data Visualisation,create_planned,/home/dan/wealtheow/Topic Notes/Data Visualisation.md,missing topic note
Data-as-labour debates,create_planned,/home/dan/wealtheow/Topic Notes/Data-as-labour debates.md,missing topic note
data-driven strategy,create_planned,/home/dan/wealtheow/Topic Notes/data-driven strategy.md,missing topic note
Datafication,create_planned,/home/dan/wealtheow/Topic Notes/Datafication.md,missing topic note
Dating,exists,/home/dan/wealtheow/Topic Notes/Dating.md,topic note already exists
Dave Schilling,create_planned,/home/dan/wealtheow/Topic Notes/Dave Schilling.md,missing topic note
David,create_planned,/home/dan/wealtheow/Topic Notes/David.md,missing topic note
David Autor,exists,/home/dan/wealtheow/Topic Notes/David Autor.md,topic note already exists
David Chalmers,create_planned,/home/dan/wealtheow/Topic Notes/David Chalmers.md,missing topic note
David French,create_planned,/home/dan/wealtheow/Topic Notes/David French.md,missing topic note
David Guignion,exists,/home/dan/wealtheow/Topic Notes/David Guignion.md,topic note already exists
David Hobbs,exists,/home/dan/wealtheow/Topic Notes/David Hobbs.md,topic note already exists
David J. Hulchanski,exists,/home/dan/wealtheow/Topic Notes/David J. Hulchanski.md,topic note already exists
David Kootnikof,exists,/home/dan/wealtheow/Topic Notes/David Kootnikof.md,topic note already exists
David Robinson,exists,/home/dan/wealtheow/Topic Notes/David Robinson.md,topic note already exists
David Sacks,create_planned,/home/dan/wealtheow/Topic Notes/David Sacks.md,missing topic note
David Sharpe,exists,/home/dan/wealtheow/Topic Notes/David Sharpe.md,topic note already exists
Davide Pafumi,create_planned,/home/dan/wealtheow/Topic Notes/Davide Pafumi.md,missing topic note
Davis's Law,create_planned,/home/dan/wealtheow/Topic Notes/Davis's Law.md,missing topic note
DAW Comparison,create_planned,/home/dan/wealtheow/Topic Notes/DAW Comparison.md,missing topic note
day care,create_planned,/home/dan/wealtheow/Topic Notes/day care.md,missing topic note
de Amaral,create_planned,/home/dan/wealtheow/Topic Notes/de Amaral.md,missing topic note
De Brevitate Vitae,create_planned,/home/dan/wealtheow/Topic Notes/De Brevitate Vitae.md,missing topic note
De Otio,create_planned,/home/dan/wealtheow/Topic Notes/De Otio.md,missing topic note
deactivation,create_planned,/home/dan/wealtheow/Topic Notes/deactivation.md,missing topic note
Deaf Republic,create_planned,/home/dan/wealtheow/Topic Notes/Deaf Republic.md,missing topic note
Death (Topic),exists,/home/dan/wealtheow/Topic Notes/Death (Topic).md,topic note already exists
Debate Teams,create_planned,/home/dan/wealtheow/Topic Notes/Debate Teams.md,missing topic note
Deborah Raji,create_planned,/home/dan/wealtheow/Topic Notes/Deborah Raji.md,missing topic note
Debra J. Fisher,create_planned,/home/dan/wealtheow/Topic Notes/Debra J. Fisher.md,missing topic note
debt threshold,create_planned,/home/dan/wealtheow/Topic Notes/debt threshold.md,missing topic note
debugging,create_planned,/home/dan/wealtheow/Topic Notes/debugging.md,missing topic note
Decades,exists,/home/dan/wealtheow/Topic Notes/Decades.md,topic note already exists
deception,create_planned,/home/dan/wealtheow/Topic Notes/deception.md,missing topic note
decision-making,create_planned,/home/dan/wealtheow/Topic Notes/decision-making.md,missing topic note
Decision-Making,create_planned,/home/dan/wealtheow/Topic Notes/Decision-Making.md,missing topic note
Declassified documents,create_planned,/home/dan/wealtheow/Topic Notes/Declassified documents.md,missing topic note
decompression,create_planned,/home/dan/wealtheow/Topic Notes/decompression.md,missing topic note
decontextualised writing,create_planned,/home/dan/wealtheow/Topic Notes/decontextualised writing.md,missing topic note
deep history,create_planned,/home/dan/wealtheow/Topic Notes/deep history.md,missing topic note
Deep Learning,create_planned,/home/dan/wealtheow/Topic Notes/Deep Learning.md,missing topic note
deep learning,create_planned,/home/dan/wealtheow/Topic Notes/deep learning.md,missing topic note
deep work,create_planned,/home/dan/wealtheow/Topic Notes/deep work.md,missing topic note
deepfakes,create_planned,/home/dan/wealtheow/Topic Notes/deepfakes.md,missing topic note
DeepSeek,create_planned,/home/dan/wealtheow/Topic Notes/DeepSeek.md,missing topic note
defamation,create_planned,/home/dan/wealtheow/Topic Notes/defamation.md,missing topic note
Defamation Law,create_planned,/home/dan/wealtheow/Topic Notes/Defamation Law.md,missing topic note
defamation law,create_planned,/home/dan/wealtheow/Topic Notes/defamation law.md,missing topic note
Defence,exists,/home/dan/wealtheow/Topic Notes/Defence.md,topic note already exists
defensive shifts,create_planned,/home/dan/wealtheow/Topic Notes/defensive shifts.md,missing topic note
defined benefit pension,exists,/home/dan/wealtheow/Topic Notes/defined benefit pension.md,topic note already exists
definitions,exists,/home/dan/wealtheow/Topic Notes/definitions.md,topic note already exists
degrees,exists,/home/dan/wealtheow/Topic Notes/degrees.md,topic note already exists
DEI,create_planned,/home/dan/wealtheow/Topic Notes/DEI.md,missing topic note
DELF B2,create_planned,/home/dan/wealtheow/Topic Notes/DELF B2.md,missing topic note
Deliverology,create_planned,/home/dan/wealtheow/Topic Notes/Deliverology.md,missing topic note
Delta Air Lines,create_planned,/home/dan/wealtheow/Topic Notes/Delta Air Lines.md,missing topic note
Demandeurs d’asile,create_planned,/home/dan/wealtheow/Topic Notes/Demandeurs d’asile.md,missing topic note
dementia,create_planned,/home/dan/wealtheow/Topic Notes/dementia.md,missing topic note
Dementia Research,create_planned,/home/dan/wealtheow/Topic Notes/Dementia Research.md,missing topic note
Demetrios Nicolaides,create_planned,/home/dan/wealtheow/Topic Notes/Demetrios Nicolaides.md,missing topic note
Democracy,exists,/home/dan/wealtheow/Topic Notes/Democracy.md,topic note already exists
Democratic Institutions,create_planned,/home/dan/wealtheow/Topic Notes/Democratic Institutions.md,missing topic note
Democratic Life,create_planned,/home/dan/wealtheow/Topic Notes/Democratic Life.md,missing topic note
Democratic Party,create_planned,/home/dan/wealtheow/Topic Notes/Democratic Party.md,missing topic note
democratic reform,create_planned,/home/dan/wealtheow/Topic Notes/democratic reform.md,missing topic note
Demographic Bulge,exists,/home/dan/wealtheow/Topic Notes/Demographic Bulge.md,topic note already exists
Demographics,create_planned,/home/dan/wealtheow/Topic Notes/Demographics.md,missing topic note
demographics,create_planned,/home/dan/wealtheow/Topic Notes/demographics.md,missing topic note
demolition orders,create_planned,/home/dan/wealtheow/Topic Notes/demolition orders.md,missing topic note
demoralization,exists,/home/dan/wealtheow/Topic Notes/demoralization.md,topic note already exists
Denim,create_planned,/home/dan/wealtheow/Topic Notes/Denim.md,missing topic note
Denis Stukal,exists,/home/dan/wealtheow/Topic Notes/Denis Stukal.md,topic note already exists
Denmark,create_planned,/home/dan/wealtheow/Topic Notes/Denmark.md,missing topic note
Dennis Lee,exists,/home/dan/wealtheow/Topic Notes/Dennis Lee.md,topic note already exists
Dennis Washburn,create_planned,/home/dan/wealtheow/Topic Notes/Dennis Washburn.md,missing topic note
Department Chair Tools,create_planned,/home/dan/wealtheow/Topic Notes/Department Chair Tools.md,missing topic note
department culture,create_planned,/home/dan/wealtheow/Topic Notes/department culture.md,missing topic note
Department Manual,create_planned,/home/dan/wealtheow/Topic Notes/Department Manual.md,missing topic note
Department of Justice,create_planned,/home/dan/wealtheow/Topic Notes/Department of Justice.md,missing topic note
Departmental Policy,create_planned,/home/dan/wealtheow/Topic Notes/Departmental Policy.md,missing topic note
Departmentalism,create_planned,/home/dan/wealtheow/Topic Notes/Departmentalism.md,missing topic note
Dependence,create_planned,/home/dan/wealtheow/Topic Notes/Dependence.md,missing topic note
dependency and the wage ideal,create_planned,/home/dan/wealtheow/Topic Notes/dependency and the wage ideal.md,missing topic note
deportation,create_planned,/home/dan/wealtheow/Topic Notes/deportation.md,missing topic note
Derek Denis,exists,/home/dan/wealtheow/Topic Notes/Derek Denis.md,topic note already exists
Derek Thompson,create_planned,/home/dan/wealtheow/Topic Notes/Derek Thompson.md,missing topic note
dermatology,create_planned,/home/dan/wealtheow/Topic Notes/dermatology.md,missing topic note
Design,create_planned,/home/dan/wealtheow/Topic Notes/Design.md,missing topic note
design history,create_planned,/home/dan/wealtheow/Topic Notes/design history.md,missing topic note
desktop publishing,exists,/home/dan/wealtheow/Topic Notes/desktop publishing.md,topic note already exists
Desmond Tutu,exists,/home/dan/wealtheow/Topic Notes/Desmond Tutu.md,topic note already exists
despair in education,create_planned,/home/dan/wealtheow/Topic Notes/despair in education.md,missing topic note
Detachment,create_planned,/home/dan/wealtheow/Topic Notes/Detachment.md,missing topic note
detective,create_planned,/home/dan/wealtheow/Topic Notes/detective.md,missing topic note
Detective Fiction,create_planned,/home/dan/wealtheow/Topic Notes/Detective Fiction.md,missing topic note
detective reasoning,create_planned,/home/dan/wealtheow/Topic Notes/detective reasoning.md,missing topic note
Detransition,create_planned,/home/dan/wealtheow/Topic Notes/Detransition.md,missing topic note
detransition,create_planned,/home/dan/wealtheow/Topic Notes/detransition.md,missing topic note
Deuxième République,create_planned,/home/dan/wealtheow/Topic Notes/Deuxième République.md,missing topic note
developer productivity,create_planned,/home/dan/wealtheow/Topic Notes/developer productivity.md,missing topic note
development,create_planned,/home/dan/wealtheow/Topic Notes/development.md,missing topic note
developmental biology,create_planned,/home/dan/wealtheow/Topic Notes/developmental biology.md,missing topic note
Developmental Regression,create_planned,/home/dan/wealtheow/Topic Notes/Developmental Regression.md,missing topic note
DH2025,create_planned,/home/dan/wealtheow/Topic Notes/DH2025.md,missing topic note
DHL,create_planned,/home/dan/wealtheow/Topic Notes/DHL.md,missing topic note
DHS,create_planned,/home/dan/wealtheow/Topic Notes/DHS.md,missing topic note
diachronic corpus,create_planned,/home/dan/wealtheow/Topic Notes/diachronic corpus.md,missing topic note
diachronic linguistics,create_planned,/home/dan/wealtheow/Topic Notes/diachronic linguistics.md,missing topic note
dialectics,create_planned,/home/dan/wealtheow/Topic Notes/dialectics.md,missing topic note
Dialectology,exists,/home/dan/wealtheow/Topic Notes/Dialectology.md,topic note already exists
dialogism,create_planned,/home/dan/wealtheow/Topic Notes/dialogism.md,missing topic note
Dialogues,create_planned,/home/dan/wealtheow/Topic Notes/Dialogues.md,missing topic note
Diana Mitford,create_planned,/home/dan/wealtheow/Topic Notes/Diana Mitford.md,missing topic note
diaries,create_planned,/home/dan/wealtheow/Topic Notes/diaries.md,missing topic note
diary,create_planned,/home/dan/wealtheow/Topic Notes/diary.md,missing topic note
diaspora,create_planned,/home/dan/wealtheow/Topic Notes/diaspora.md,missing topic note
Dick Cheney,exists,/home/dan/wealtheow/Topic Notes/Dick Cheney.md,topic note already exists
dictionary slips,create_planned,/home/dan/wealtheow/Topic Notes/dictionary slips.md,missing topic note
dictionary-making,create_planned,/home/dan/wealtheow/Topic Notes/dictionary-making.md,missing topic note
diffusion,create_planned,/home/dan/wealtheow/Topic Notes/diffusion.md,missing topic note
digestive adaptation,create_planned,/home/dan/wealtheow/Topic Notes/digestive adaptation.md,missing topic note
Digital Archives,exists,/home/dan/wealtheow/Topic Notes/Digital Archives.md,topic note already exists
Digital Archives (History),exists,/home/dan/wealtheow/Topic Notes/Digital Archives (History).md,topic note already exists
Digital competition,create_planned,/home/dan/wealtheow/Topic Notes/Digital competition.md,missing topic note
digital culture,create_planned,/home/dan/wealtheow/Topic Notes/digital culture.md,missing topic note
digital currency,create_planned,/home/dan/wealtheow/Topic Notes/digital currency.md,missing topic note
Digital Detox,create_planned,/home/dan/wealtheow/Topic Notes/Digital Detox.md,missing topic note
Digital Discourse,create_planned,/home/dan/wealtheow/Topic Notes/Digital Discourse.md,missing topic note
digital divide,create_planned,/home/dan/wealtheow/Topic Notes/digital divide.md,missing topic note
Digital Ecosystems,create_planned,/home/dan/wealtheow/Topic Notes/Digital Ecosystems.md,missing topic note
Digital Editions,create_planned,/home/dan/wealtheow/Topic Notes/Digital Editions.md,missing topic note
Digital Education,create_planned,/home/dan/wealtheow/Topic Notes/Digital Education.md,missing topic note
digital ethics,create_planned,/home/dan/wealtheow/Topic Notes/digital ethics.md,missing topic note
Digital Ethics,create_planned,/home/dan/wealtheow/Topic Notes/Digital Ethics.md,missing topic note
Digital Heritage,create_planned,/home/dan/wealtheow/Topic Notes/Digital Heritage.md,missing topic note
Digital Humanities,exists,/home/dan/wealtheow/Topic Notes/Digital Humanities.md,topic note already exists
digital humanities,create_planned,/home/dan/wealtheow/Topic Notes/digital humanities.md,missing topic note
digital life,create_planned,/home/dan/wealtheow/Topic Notes/digital life.md,missing topic note
digital literacy,create_planned,/home/dan/wealtheow/Topic Notes/digital literacy.md,missing topic note
Digital Literacy,create_planned,/home/dan/wealtheow/Topic Notes/Digital Literacy.md,missing topic note
digital media,create_planned,/home/dan/wealtheow/Topic Notes/digital media.md,missing topic note
digital pedagogy,create_planned,/home/dan/wealtheow/Topic Notes/digital pedagogy.md,missing topic note
digital politics,create_planned,/home/dan/wealtheow/Topic Notes/digital politics.md,missing topic note
digital preservation,create_planned,/home/dan/wealtheow/Topic Notes/digital preservation.md,missing topic note
digital reading,create_planned,/home/dan/wealtheow/Topic Notes/digital reading.md,missing topic note
Digital Rhetoric,create_planned,/home/dan/wealtheow/Topic Notes/Digital Rhetoric.md,missing topic note
Digital Skills Training,create_planned,/home/dan/wealtheow/Topic Notes/Digital Skills Training.md,missing topic note
Digital Sociolinguistics,create_planned,/home/dan/wealtheow/Topic Notes/Digital Sociolinguistics.md,missing topic note
digital storytelling,create_planned,/home/dan/wealtheow/Topic Notes/digital storytelling.md,missing topic note
dignified withdrawal,create_planned,/home/dan/wealtheow/Topic Notes/dignified withdrawal.md,missing topic note
Dignity,create_planned,/home/dan/wealtheow/Topic Notes/Dignity.md,missing topic note
Dignity Memorial,create_planned,/home/dan/wealtheow/Topic Notes/Dignity Memorial.md,missing topic note
Diocletian Era,create_planned,/home/dan/wealtheow/Topic Notes/Diocletian Era.md,missing topic note
Dionysius Exiguus,create_planned,/home/dan/wealtheow/Topic Notes/Dionysius Exiguus.md,missing topic note
diplomacy,create_planned,/home/dan/wealtheow/Topic Notes/diplomacy.md,missing topic note
diplomatic editions,create_planned,/home/dan/wealtheow/Topic Notes/diplomatic editions.md,missing topic note
direct democracy,create_planned,/home/dan/wealtheow/Topic Notes/direct democracy.md,missing topic note
Direct Injection,create_planned,/home/dan/wealtheow/Topic Notes/Direct Injection.md,missing topic note
Direct Reproduction Hypothesis,create_planned,/home/dan/wealtheow/Topic Notes/Direct Reproduction Hypothesis.md,missing topic note
directions d'école,create_planned,/home/dan/wealtheow/Topic Notes/directions d'école.md,missing topic note
Dirty bombs,create_planned,/home/dan/wealtheow/Topic Notes/Dirty bombs.md,missing topic note
disability,create_planned,/home/dan/wealtheow/Topic Notes/disability.md,missing topic note
Disability (Topic),exists,/home/dan/wealtheow/Topic Notes/Disability (Topic).md,topic note already exists
Disability Accommodations,create_planned,/home/dan/wealtheow/Topic Notes/Disability Accommodations.md,missing topic note
disability studies,create_planned,/home/dan/wealtheow/Topic Notes/disability studies.md,missing topic note
Disagree Bot,create_planned,/home/dan/wealtheow/Topic Notes/Disagree Bot.md,missing topic note
Disallowance Power,create_planned,/home/dan/wealtheow/Topic Notes/Disallowance Power.md,missing topic note
disciplinary norms,create_planned,/home/dan/wealtheow/Topic Notes/disciplinary norms.md,missing topic note
discipline,create_planned,/home/dan/wealtheow/Topic Notes/discipline.md,missing topic note
Discipline Choice,exists,/home/dan/wealtheow/Topic Notes/Discipline Choice.md,topic note already exists
Discipline Formation,create_planned,/home/dan/wealtheow/Topic Notes/Discipline Formation.md,missing topic note
discipline; surveillance; pedagogy; institutions; punishment; docile bodies; modernity; schools; power/knowledge,skip_invalid,,contains '/' which would create subpaths
discipline; surveillance; schooling; normalization; assessment; timetables; architecture; power; pedagogy,create_planned,/home/dan/wealtheow/Topic Notes/discipline; surveillance; schooling; normalization; assessment; timetables; architecture; power; pedagogy.md,missing topic note
Disciplines,exists,/home/dan/wealtheow/Topic Notes/Disciplines.md,topic note already exists
Discourse,exists,/home/dan/wealtheow/Topic Notes/Discourse.md,topic note already exists
discourse analysis,create_planned,/home/dan/wealtheow/Topic Notes/discourse analysis.md,missing topic note
Discourse Analysis,exists,/home/dan/wealtheow/Topic Notes/Discourse Analysis.md,topic note already exists
Discourse analysis of Chinese official rhetoric,create_planned,/home/dan/wealtheow/Topic Notes/Discourse analysis of Chinese official rhetoric.md,missing topic note
discretionary time,create_planned,/home/dan/wealtheow/Topic Notes/discretionary time.md,missing topic note
Discrimination,exists,/home/dan/wealtheow/Topic Notes/Discrimination.md,topic note already exists
