topic,action,path,reason
codes of conduct,instantiated,/home/dan/wealtheow/Topic Notes/codes of conduct.md,filename exists in vault
coding,create_planned,/home/dan/wealtheow/Topic Notes/coding.md,missing file in vault
Coding (Topic),instantiated,/home/dan/wealtheow/Topic Notes/Coding (Topic).md,filename exists in vault
Coding supervision,create_planned,/home/dan/wealtheow/Topic Notes/Coding supervision.md,missing file in vault
Cody Cottier,create_planned,/home/dan/wealtheow/Topic Notes/Cody Cottier.md,missing file in vault
Cogitate Consortium,create_planned,/home/dan/wealtheow/Topic Notes/Cogitate Consortium.md,missing file in vault
cognition,create_planned,/home/dan/wealtheow/Topic Notes/cognition.md,missing file in vault
cognitive archetypes,create_planned,/home/dan/wealtheow/Topic Notes/cognitive archetypes.md,missing file in vault
cognitive effort,create_planned,/home/dan/wealtheow/Topic Notes/cognitive effort.md,missing file in vault
Cognitive Elites,create_planned,/home/dan/wealtheow/Topic Notes/Cognitive Elites.md,missing file in vault
cognitive evolution,create_planned,/home/dan/wealtheow/Topic Notes/cognitive evolution.md,missing file in vault
cognitive forcing functions,create_planned,/home/dan/wealtheow/Topic Notes/cognitive forcing functions.md,missing file in vault
cognitive impact,create_planned,/home/dan/wealtheow/Topic Notes/cognitive impact.md,missing file in vault
cognitive laziness,create_planned,/home/dan/wealtheow/Topic Notes/cognitive laziness.md,missing file in vault
cognitive mapping,create_planned,/home/dan/wealtheow/Topic Notes/cognitive mapping.md,missing file in vault
cognitive offloading,create_planned,/home/dan/wealtheow/Topic Notes/cognitive offloading.md,missing file in vault
cognitive science,create_planned,/home/dan/wealtheow/Topic Notes/cognitive science.md,missing file in vault
Cognitive Science,create_planned,/home/dan/wealtheow/Topic Notes/Cognitive Science.md,missing file in vault
Cognitive Sciences,create_planned,/home/dan/wealtheow/Topic Notes/Cognitive Sciences.md,missing file in vault
cognitive skills,create_planned,/home/dan/wealtheow/Topic Notes/cognitive skills.md,missing file in vault
Cohen,create_planned,/home/dan/wealtheow/Topic Notes/Cohen.md,missing file in vault
Coketown,create_planned,/home/dan/wealtheow/Topic Notes/Coketown.md,missing file in vault
Col Needham,instantiated,/home/dan/wealtheow/Topic Notes/Col Needham.md,filename exists in vault
Cold Cases,create_planned,/home/dan/wealtheow/Topic Notes/Cold Cases.md,missing file in vault
cold fusion,create_planned,/home/dan/wealtheow/Topic Notes/cold fusion.md,missing file in vault
Cold War,instantiated,/home/dan/wealtheow/Topic Notes/Cold War.md,filename exists in vault
Cold War History,create_planned,/home/dan/wealtheow/Topic Notes/Cold War History.md,missing file in vault
Cold War legacy,create_planned,/home/dan/wealtheow/Topic Notes/Cold War legacy.md,missing file in vault
collaboration,create_planned,/home/dan/wealtheow/Topic Notes/collaboration.md,missing file in vault
collaborative authorship,create_planned,/home/dan/wealtheow/Topic Notes/collaborative authorship.md,missing file in vault
Collaborative Learning,create_planned,/home/dan/wealtheow/Topic Notes/Collaborative Learning.md,missing file in vault
Collaborative sodalities,create_planned,/home/dan/wealtheow/Topic Notes/Collaborative sodalities.md,missing file in vault
Collapse of the Bicycle Market,instantiated,/home/dan/wealtheow/Topic Notes/Collapse of the Bicycle Market.md,filename exists in vault
Collected Poems,create_planned,/home/dan/wealtheow/Topic Notes/Collected Poems.md,missing file in vault
Collective Action,create_planned,/home/dan/wealtheow/Topic Notes/Collective Action.md,missing file in vault
collective action,create_planned,/home/dan/wealtheow/Topic Notes/collective action.md,missing file in vault
Collective Bargaining,create_planned,/home/dan/wealtheow/Topic Notes/Collective Bargaining.md,missing file in vault
collective bargaining,create_planned,/home/dan/wealtheow/Topic Notes/collective bargaining.md,missing file in vault
Collective bargaining,create_planned,/home/dan/wealtheow/Topic Notes/Collective bargaining.md,missing file in vault
Collective Bargaining (Topic),instantiated,/home/dan/wealtheow/Topic Notes/Collective Bargaining (Topic).md,filename exists in vault
Collective Responsibility,create_planned,/home/dan/wealtheow/Topic Notes/Collective Responsibility.md,missing file in vault
college,instantiated,/home/dan/wealtheow/Topic Notes/college.md,filename exists in vault
College Access,create_planned,/home/dan/wealtheow/Topic Notes/College Access.md,missing file in vault
College Admissions,create_planned,/home/dan/wealtheow/Topic Notes/College Admissions.md,missing file in vault
college graduates,create_planned,/home/dan/wealtheow/Topic Notes/college graduates.md,missing file in vault
College Students,create_planned,/home/dan/wealtheow/Topic Notes/College Students.md,missing file in vault
College teachers,instantiated,/home/dan/wealtheow/Topic Notes/College teachers.md,filename exists in vault
College Towns,create_planned,/home/dan/wealtheow/Topic Notes/College Towns.md,missing file in vault
college writing,create_planned,/home/dan/wealtheow/Topic Notes/college writing.md,missing file in vault
collège,create_planned,/home/dan/wealtheow/Topic Notes/collège.md,missing file in vault
Colombia,create_planned,/home/dan/wealtheow/Topic Notes/Colombia.md,missing file in vault
Colonial Trade,create_planned,/home/dan/wealtheow/Topic Notes/Colonial Trade.md,missing file in vault
colonialism and labor regimes,create_planned,/home/dan/wealtheow/Topic Notes/colonialism and labor regimes.md,missing file in vault
Colonisation ecology,create_planned,/home/dan/wealtheow/Topic Notes/Colonisation ecology.md,missing file in vault
Colour theory,create_planned,/home/dan/wealtheow/Topic Notes/Colour theory.md,missing file in vault
Colson Whitehead,instantiated,/home/dan/wealtheow/Topic Notes/Colson Whitehead.md,filename exists in vault
Columbia Missouri,create_planned,/home/dan/wealtheow/Topic Notes/Columbia Missouri.md,missing file in vault
Columbia University,instantiated,/home/dan/wealtheow/Topic Notes/Columbia University.md,filename exists in vault
Coming-of-Age,create_planned,/home/dan/wealtheow/Topic Notes/Coming-of-Age.md,missing file in vault
coming-of-age,create_planned,/home/dan/wealtheow/Topic Notes/coming-of-age.md,missing file in vault
Comité permanent,create_planned,/home/dan/wealtheow/Topic Notes/Comité permanent.md,missing file in vault
Comité permanent de la science et de la recherche,create_planned,/home/dan/wealtheow/Topic Notes/Comité permanent de la science et de la recherche.md,missing file in vault
Command Responsibility,create_planned,/home/dan/wealtheow/Topic Notes/Command Responsibility.md,missing file in vault
Comment section,create_planned,/home/dan/wealtheow/Topic Notes/Comment section.md,missing file in vault
commentary,create_planned,/home/dan/wealtheow/Topic Notes/commentary.md,missing file in vault
commit messages,create_planned,/home/dan/wealtheow/Topic Notes/commit messages.md,missing file in vault
commitment problems,create_planned,/home/dan/wealtheow/Topic Notes/commitment problems.md,missing file in vault
Committee on Science and Research,create_planned,/home/dan/wealtheow/Topic Notes/Committee on Science and Research.md,missing file in vault
commodification,create_planned,/home/dan/wealtheow/Topic Notes/commodification.md,missing file in vault
Common Era debates,create_planned,/home/dan/wealtheow/Topic Notes/Common Era debates.md,missing file in vault
Common Front,instantiated,/home/dan/wealtheow/Topic Notes/Common Front.md,filename exists in vault
Common Front Meeting Lethbridge Feb 6,instantiated,/home/dan/wealtheow/Topic Notes/Common Front Meeting Lethbridge Feb 6.md,filename exists in vault
common good,create_planned,/home/dan/wealtheow/Topic Notes/common good.md,missing file in vault
Common Good Constitutionalism,create_planned,/home/dan/wealtheow/Topic Notes/Common Good Constitutionalism.md,missing file in vault
Common Side Effects,create_planned,/home/dan/wealtheow/Topic Notes/Common Side Effects.md,missing file in vault
communication,create_planned,/home/dan/wealtheow/Topic Notes/communication.md,missing file in vault
Communication,create_planned,/home/dan/wealtheow/Topic Notes/Communication.md,missing file in vault
Communism,create_planned,/home/dan/wealtheow/Topic Notes/Communism.md,missing file in vault
Communists,create_planned,/home/dan/wealtheow/Topic Notes/Communists.md,missing file in vault
Community Colleges,create_planned,/home/dan/wealtheow/Topic Notes/Community Colleges.md,missing file in vault
Community Engagement,create_planned,/home/dan/wealtheow/Topic Notes/Community Engagement.md,missing file in vault
Community Involvement,create_planned,/home/dan/wealtheow/Topic Notes/Community Involvement.md,missing file in vault
community organising,instantiated,/home/dan/wealtheow/Topic Notes/community organising.md,filename exists in vault
community standards,create_planned,/home/dan/wealtheow/Topic Notes/community standards.md,missing file in vault
Community-Based Learning,create_planned,/home/dan/wealtheow/Topic Notes/Community-Based Learning.md,missing file in vault
Company Town,instantiated,/home/dan/wealtheow/Topic Notes/Company Town.md,filename exists in vault
Company town dynamics,create_planned,/home/dan/wealtheow/Topic Notes/Company town dynamics.md,missing file in vault
Comparative cases: Ottawa LRT; Finch West LRT,create_planned,/home/dan/wealtheow/Topic Notes/Comparative cases: Ottawa LRT; Finch West LRT.md,missing file in vault
Comparative Civilizations,create_planned,/home/dan/wealtheow/Topic Notes/Comparative Civilizations.md,missing file in vault
Comparative Education,create_planned,/home/dan/wealtheow/Topic Notes/Comparative Education.md,missing file in vault
Comparative Education Outcomes,create_planned,/home/dan/wealtheow/Topic Notes/Comparative Education Outcomes.md,missing file in vault
comparative evolution,create_planned,/home/dan/wealtheow/Topic Notes/comparative evolution.md,missing file in vault
comparative mythology,create_planned,/home/dan/wealtheow/Topic Notes/comparative mythology.md,missing file in vault
comparative philology,create_planned,/home/dan/wealtheow/Topic Notes/comparative philology.md,missing file in vault
Comparative Political History,create_planned,/home/dan/wealtheow/Topic Notes/Comparative Political History.md,missing file in vault
Comparative Politics,create_planned,/home/dan/wealtheow/Topic Notes/Comparative Politics.md,missing file in vault
comparative primatology,create_planned,/home/dan/wealtheow/Topic Notes/comparative primatology.md,missing file in vault
Competition,create_planned,/home/dan/wealtheow/Topic Notes/Competition.md,missing file in vault
Competitive pressures,create_planned,/home/dan/wealtheow/Topic Notes/Competitive pressures.md,missing file in vault
Complementarity,create_planned,/home/dan/wealtheow/Topic Notes/Complementarity.md,missing file in vault
Complex Identities,create_planned,/home/dan/wealtheow/Topic Notes/Complex Identities.md,missing file in vault
Composition (Discipline),instantiated,/home/dan/wealtheow/Topic Notes/Composition (Discipline).md,filename exists in vault
composition pedagogy,create_planned,/home/dan/wealtheow/Topic Notes/composition pedagogy.md,missing file in vault
composition theory,create_planned,/home/dan/wealtheow/Topic Notes/composition theory.md,missing file in vault
Computational Linguistics,create_planned,/home/dan/wealtheow/Topic Notes/Computational Linguistics.md,missing file in vault
computational linguistics,instantiated,/home/dan/wealtheow/.trash/computational linguistics.md,filename exists in vault
Computational Text Analysis,create_planned,/home/dan/wealtheow/Topic Notes/Computational Text Analysis.md,missing file in vault
compute infrastructure,create_planned,/home/dan/wealtheow/Topic Notes/compute infrastructure.md,missing file in vault
Computer Instructions and tips,instantiated,/home/dan/wealtheow/Topic Notes/Computer Instructions and tips.md,filename exists in vault
Computer science pedagogy,create_planned,/home/dan/wealtheow/Topic Notes/Computer science pedagogy.md,missing file in vault
computer typesetting,instantiated,/home/dan/wealtheow/Topic Notes/computer typesetting.md,filename exists in vault
Computers,instantiated,/home/dan/wealtheow/Topic Notes/Computers.md,filename exists in vault
"Computers, [[Management (Discipline)",create_planned,"/home/dan/wealtheow/Topic Notes/Computers, [[Management (Discipline).md",missing file in vault
concentration,create_planned,/home/dan/wealtheow/Topic Notes/concentration.md,missing file in vault
Concept Creep,instantiated,/home/dan/wealtheow/Topic Notes/Concept Creep.md,filename exists in vault
conceptual history of work,create_planned,/home/dan/wealtheow/Topic Notes/conceptual history of work.md,missing file in vault
Concession Costs,create_planned,/home/dan/wealtheow/Topic Notes/Concession Costs.md,missing file in vault
concession culture,create_planned,/home/dan/wealtheow/Topic Notes/concession culture.md,missing file in vault
concessions,create_planned,/home/dan/wealtheow/Topic Notes/concessions.md,missing file in vault
Conclusion,create_planned,/home/dan/wealtheow/Topic Notes/Conclusion.md,missing file in vault
Conditionnel - Passé,instantiated,/home/dan/wealtheow/Language Study/francais/Paradigms/Conditionnel - Passé.md,filename exists in vault
Conditionnel - Présent,instantiated,/home/dan/wealtheow/Language Study/francais/Paradigms/Conditionnel - Présent.md,filename exists in vault
Confederate Symbols,create_planned,/home/dan/wealtheow/Topic Notes/Confederate Symbols.md,missing file in vault
Confederation of Alberta Faculty Associations (CAFA),instantiated,/home/dan/wealtheow/Topic Notes/Confederation of Alberta Faculty Associations (CAFA).md,filename exists in vault
Conference Dynamics,create_planned,/home/dan/wealtheow/Topic Notes/Conference Dynamics.md,missing file in vault
Conferences,instantiated,/home/dan/wealtheow/Topic Notes/Conferences.md,filename exists in vault
confidence crisis,create_planned,/home/dan/wealtheow/Topic Notes/confidence crisis.md,missing file in vault
Conflict,instantiated,/home/dan/wealtheow/Topic Notes/Conflict.md,filename exists in vault
conflict metrics,create_planned,/home/dan/wealtheow/Topic Notes/conflict metrics.md,missing file in vault
conflict of interest,create_planned,/home/dan/wealtheow/Topic Notes/conflict of interest.md,missing file in vault
Conflict Resolution,create_planned,/home/dan/wealtheow/Topic Notes/Conflict Resolution.md,missing file in vault
Conflict Transformation,create_planned,/home/dan/wealtheow/Topic Notes/Conflict Transformation.md,missing file in vault
conglomeration,create_planned,/home/dan/wealtheow/Topic Notes/conglomeration.md,missing file in vault
Conjugaisons passé simple,instantiated,/home/dan/wealtheow/Language Study/francais/Paradigms/Conjugaisons passé simple.md,filename exists in vault
connected thinking,create_planned,/home/dan/wealtheow/Topic Notes/connected thinking.md,missing file in vault
connecteurs logiques,create_planned,/home/dan/wealtheow/Topic Notes/connecteurs logiques.md,missing file in vault
Conrad Black,instantiated,/home/dan/wealtheow/Topic Notes/Conrad Black.md,filename exists in vault
consciousness,create_planned,/home/dan/wealtheow/Topic Notes/consciousness.md,missing file in vault
consensus governance,create_planned,/home/dan/wealtheow/Topic Notes/consensus governance.md,missing file in vault
consent,create_planned,/home/dan/wealtheow/Topic Notes/consent.md,missing file in vault
Consent,create_planned,/home/dan/wealtheow/Topic Notes/Consent.md,missing file in vault
Consent Decrees,create_planned,/home/dan/wealtheow/Topic Notes/Consent Decrees.md,missing file in vault
Conservation,create_planned,/home/dan/wealtheow/Topic Notes/Conservation.md,missing file in vault
Conservatism,instantiated,/home/dan/wealtheow/Topic Notes/Conservatism.md,filename exists in vault
Conservative Legal Activism,create_planned,/home/dan/wealtheow/Topic Notes/Conservative Legal Activism.md,missing file in vault
Conservative Media Ecosystem,create_planned,/home/dan/wealtheow/Topic Notes/Conservative Media Ecosystem.md,missing file in vault
Conservative Movement Fragmentation,create_planned,/home/dan/wealtheow/Topic Notes/Conservative Movement Fragmentation.md,missing file in vault
Conservative Party of Canada,instantiated,/home/dan/wealtheow/Topic Notes/Conservative Party of Canada.md,filename exists in vault
conservative politics,create_planned,/home/dan/wealtheow/Topic Notes/conservative politics.md,missing file in vault
Conservatives,create_planned,/home/dan/wealtheow/Topic Notes/Conservatives.md,missing file in vault
console,create_planned,/home/dan/wealtheow/Topic Notes/console.md,missing file in vault
conspiracy theories,instantiated,/home/dan/wealtheow/Topic Notes/conspiracy theories.md,filename exists in vault
Conspiracy theory,create_planned,/home/dan/wealtheow/Topic Notes/Conspiracy theory.md,missing file in vault
Constitution (Canada),instantiated,/home/dan/wealtheow/Topic Notes/Constitution (Canada).md,filename exists in vault
Constitutional amendment,create_planned,/home/dan/wealtheow/Topic Notes/Constitutional amendment.md,missing file in vault
Constitutional conventions,create_planned,/home/dan/wealtheow/Topic Notes/Constitutional conventions.md,missing file in vault
constitutional government,create_planned,/home/dan/wealtheow/Topic Notes/constitutional government.md,missing file in vault
constitutional history,create_planned,/home/dan/wealtheow/Topic Notes/constitutional history.md,missing file in vault
Constitutional Interpretation,create_planned,/home/dan/wealtheow/Topic Notes/Constitutional Interpretation.md,missing file in vault
Constitutional Law,create_planned,/home/dan/wealtheow/Topic Notes/Constitutional Law.md,missing file in vault
Constitutional legitimacy,create_planned,/home/dan/wealtheow/Topic Notes/Constitutional legitimacy.md,missing file in vault
Constitutional Theory,create_planned,/home/dan/wealtheow/Topic Notes/Constitutional Theory.md,missing file in vault
Construction defects and rework,create_planned,/home/dan/wealtheow/Topic Notes/Construction defects and rework.md,missing file in vault
Construction Sector,create_planned,/home/dan/wealtheow/Topic Notes/Construction Sector.md,missing file in vault
consulting,instantiated,/home/dan/wealtheow/Topic Notes/consulting.md,filename exists in vault
consumer AI,create_planned,/home/dan/wealtheow/Topic Notes/consumer AI.md,missing file in vault
consumer behavior,create_planned,/home/dan/wealtheow/Topic Notes/consumer behavior.md,missing file in vault
consumer electronics,create_planned,/home/dan/wealtheow/Topic Notes/consumer electronics.md,missing file in vault
consumer technology,create_planned,/home/dan/wealtheow/Topic Notes/consumer technology.md,missing file in vault
Consumerism,create_planned,/home/dan/wealtheow/Topic Notes/Consumerism.md,missing file in vault
Conséquence,create_planned,/home/dan/wealtheow/Topic Notes/Conséquence.md,missing file in vault
contact centers,create_planned,/home/dan/wealtheow/Topic Notes/contact centers.md,missing file in vault
contemplative reading,create_planned,/home/dan/wealtheow/Topic Notes/contemplative reading.md,missing file in vault
Contemporary Art,create_planned,/home/dan/wealtheow/Topic Notes/Contemporary Art.md,missing file in vault
contemporary art,create_planned,/home/dan/wealtheow/Topic Notes/contemporary art.md,missing file in vault
contemporary magic,create_planned,/home/dan/wealtheow/Topic Notes/contemporary magic.md,missing file in vault
content creation,create_planned,/home/dan/wealtheow/Topic Notes/content creation.md,missing file in vault
content moderation,create_planned,/home/dan/wealtheow/Topic Notes/content moderation.md,missing file in vault
Content moderation,create_planned,/home/dan/wealtheow/Topic Notes/Content moderation.md,missing file in vault
contingency planning,create_planned,/home/dan/wealtheow/Topic Notes/contingency planning.md,missing file in vault
Continuity,instantiated,/home/dan/wealtheow/Topic Notes/Continuity.md,filename exists in vault
Contract bundling and risk transfer,create_planned,/home/dan/wealtheow/Topic Notes/Contract bundling and risk transfer.md,missing file in vault
contractualism,create_planned,/home/dan/wealtheow/Topic Notes/contractualism.md,missing file in vault
Control Theory,create_planned,/home/dan/wealtheow/Topic Notes/Control Theory.md,missing file in vault
controlled language,create_planned,/home/dan/wealtheow/Topic Notes/controlled language.md,missing file in vault
convergence,create_planned,/home/dan/wealtheow/Topic Notes/convergence.md,missing file in vault
Cooperative breeding,create_planned,/home/dan/wealtheow/Topic Notes/Cooperative breeding.md,missing file in vault
cooperative breeding,create_planned,/home/dan/wealtheow/Topic Notes/cooperative breeding.md,missing file in vault
Copilot,create_planned,/home/dan/wealtheow/Topic Notes/Copilot.md,missing file in vault
copilot,create_planned,/home/dan/wealtheow/Topic Notes/copilot.md,missing file in vault
copyright,create_planned,/home/dan/wealtheow/Topic Notes/copyright.md,missing file in vault
Coral Reefs,create_planned,/home/dan/wealtheow/Topic Notes/Coral Reefs.md,missing file in vault
cordless tools,create_planned,/home/dan/wealtheow/Topic Notes/cordless tools.md,missing file in vault
Corporate Governance,create_planned,/home/dan/wealtheow/Topic Notes/Corporate Governance.md,missing file in vault
corporate incentives,create_planned,/home/dan/wealtheow/Topic Notes/corporate incentives.md,missing file in vault
corporate misconduct,create_planned,/home/dan/wealtheow/Topic Notes/corporate misconduct.md,missing file in vault
Corporate power,instantiated,/home/dan/wealtheow/Topic Notes/Corporate power.md,filename exists in vault
Corporate Restructuring,create_planned,/home/dan/wealtheow/Topic Notes/Corporate Restructuring.md,missing file in vault
Corpus Linguistics,create_planned,/home/dan/wealtheow/Topic Notes/Corpus Linguistics.md,missing file in vault
corpus linguistics,create_planned,/home/dan/wealtheow/Topic Notes/corpus linguistics.md,missing file in vault
corpus phonology,create_planned,/home/dan/wealtheow/Topic Notes/corpus phonology.md,missing file in vault
Corruption,create_planned,/home/dan/wealtheow/Topic Notes/Corruption.md,missing file in vault
cosmopolitanism,instantiated,/home/dan/wealtheow/Topic Notes/cosmopolitanism.md,filename exists in vault
Counsel Public Relations (company),instantiated,/home/dan/wealtheow/Topic Notes/Counsel Public Relations (company).md,filename exists in vault
counterculture writing,create_planned,/home/dan/wealtheow/Topic Notes/counterculture writing.md,missing file in vault
Counterterrorism,create_planned,/home/dan/wealtheow/Topic Notes/Counterterrorism.md,missing file in vault
Counterterrorism Policy,create_planned,/home/dan/wealtheow/Topic Notes/Counterterrorism Policy.md,missing file in vault
courier industry,create_planned,/home/dan/wealtheow/Topic Notes/courier industry.md,missing file in vault
Course design,create_planned,/home/dan/wealtheow/Topic Notes/Course design.md,missing file in vault
Course Scheduling,instantiated,/home/dan/wealtheow/University/Chair Book/Course Scheduling.md,filename exists in vault
Court Culture,create_planned,/home/dan/wealtheow/Topic Notes/Court Culture.md,missing file in vault
court defiance,create_planned,/home/dan/wealtheow/Topic Notes/court defiance.md,missing file in vault
Court Literature,create_planned,/home/dan/wealtheow/Topic Notes/Court Literature.md,missing file in vault
courtly romance,create_planned,/home/dan/wealtheow/Topic Notes/courtly romance.md,missing file in vault
Courts,instantiated,/home/dan/wealtheow/Topic Notes/Courts.md,filename exists in vault
Cousins,instantiated,/home/dan/wealtheow/Topic Notes/Cousins.md,filename exists in vault
Coverups,create_planned,/home/dan/wealtheow/Topic Notes/Coverups.md,missing file in vault
COVID-19,instantiated,/home/dan/wealtheow/Topic Notes/COVID-19.md,filename exists in vault
COVID-19 disruptions and force majeure,create_planned,/home/dan/wealtheow/Topic Notes/COVID-19 disruptions and force majeure.md,missing file in vault
COVID-19 pandemic impact,create_planned,/home/dan/wealtheow/Topic Notes/COVID-19 pandemic impact.md,missing file in vault
Cowry Money and Global Trade Networks,instantiated,/home/dan/wealtheow/Topic Notes/Cowry Money and Global Trade Networks.md,filename exists in vault
craft and communication,create_planned,/home/dan/wealtheow/Topic Notes/craft and communication.md,missing file in vault
Craftsmanship,create_planned,/home/dan/wealtheow/Topic Notes/Craftsmanship.md,missing file in vault
Craig Kielberger,instantiated,/home/dan/wealtheow/Topic Notes/Craig Kielberger.md,filename exists in vault
Cranfield School of Management,create_planned,/home/dan/wealtheow/Topic Notes/Cranfield School of Management.md,missing file in vault
create a link,create_planned,/home/dan/wealtheow/Topic Notes/create a link.md,missing file in vault
Creative Process,create_planned,/home/dan/wealtheow/Topic Notes/Creative Process.md,missing file in vault
creative process,create_planned,/home/dan/wealtheow/Topic Notes/creative process.md,missing file in vault
creative thinking,create_planned,/home/dan/wealtheow/Topic Notes/creative thinking.md,missing file in vault
Creative Writing,create_planned,/home/dan/wealtheow/Topic Notes/Creative Writing.md,missing file in vault
creativity,create_planned,/home/dan/wealtheow/Topic Notes/creativity.md,missing file in vault
creativity studies,create_planned,/home/dan/wealtheow/Topic Notes/creativity studies.md,missing file in vault
Credential Arbitrage,create_planned,/home/dan/wealtheow/Topic Notes/Credential Arbitrage.md,missing file in vault
credentials,instantiated,/home/dan/wealtheow/Topic Notes/credentials.md,filename exists in vault
credibility,instantiated,/home/dan/wealtheow/Topic Notes/credibility.md,filename exists in vault
cremation,create_planned,/home/dan/wealtheow/Topic Notes/cremation.md,missing file in vault
Crime,instantiated,/home/dan/wealtheow/Topic Notes/Crime.md,filename exists in vault
crime drama,create_planned,/home/dan/wealtheow/Topic Notes/crime drama.md,missing file in vault
crime fiction,create_planned,/home/dan/wealtheow/Topic Notes/crime fiction.md,missing file in vault
Crime Rates,create_planned,/home/dan/wealtheow/Topic Notes/Crime Rates.md,missing file in vault
crime scene reconstruction,create_planned,/home/dan/wealtheow/Topic Notes/crime scene reconstruction.md,missing file in vault
criminal case,create_planned,/home/dan/wealtheow/Topic Notes/criminal case.md,missing file in vault
Criminal Justice,instantiated,/home/dan/wealtheow/Topic Notes/Criminal Justice.md,filename exists in vault
Criminal Law,instantiated,/home/dan/wealtheow/Topic Notes/Criminal Law.md,filename exists in vault
Criminal Minds,create_planned,/home/dan/wealtheow/Topic Notes/Criminal Minds.md,missing file in vault
Crisis Communication,create_planned,/home/dan/wealtheow/Topic Notes/Crisis Communication.md,missing file in vault
CRISPR,create_planned,/home/dan/wealtheow/Topic Notes/CRISPR.md,missing file in vault
Cristian Vaccari,instantiated,/home/dan/wealtheow/Topic Notes/Cristian Vaccari.md,filename exists in vault
criterion-based grading,create_planned,/home/dan/wealtheow/Topic Notes/criterion-based grading.md,missing file in vault
critical media studies,create_planned,/home/dan/wealtheow/Topic Notes/critical media studies.md,missing file in vault
Critical period,instantiated,/home/dan/wealtheow/Topic Notes/Critical period.md,filename exists in vault
Critical Race Theory,instantiated,/home/dan/wealtheow/Topic Notes/Critical Race Theory.md,filename exists in vault
critical review,create_planned,/home/dan/wealtheow/Topic Notes/critical review.md,missing file in vault
critical sociolinguistics,create_planned,/home/dan/wealtheow/Topic Notes/critical sociolinguistics.md,missing file in vault
critical studies,create_planned,/home/dan/wealtheow/Topic Notes/critical studies.md,missing file in vault
Critical thinking,create_planned,/home/dan/wealtheow/Topic Notes/Critical thinking.md,missing file in vault
Critical Thinking,create_planned,/home/dan/wealtheow/Topic Notes/Critical Thinking.md,missing file in vault
critical thinking,create_planned,/home/dan/wealtheow/Topic Notes/critical thinking.md,missing file in vault
critique of testing,create_planned,/home/dan/wealtheow/Topic Notes/critique of testing.md,missing file in vault
Critiques,instantiated,/home/dan/wealtheow/Topic Notes/Critiques.md,filename exists in vault
Crop domestication,create_planned,/home/dan/wealtheow/Topic Notes/Crop domestication.md,missing file in vault
Crop origins,create_planned,/home/dan/wealtheow/Topic Notes/Crop origins.md,missing file in vault
cross-border educational collaboration,create_planned,/home/dan/wealtheow/Topic Notes/cross-border educational collaboration.md,missing file in vault
cross-border partnerships,create_planned,/home/dan/wealtheow/Topic Notes/cross-border partnerships.md,missing file in vault
Cross-cultural reception,create_planned,/home/dan/wealtheow/Topic Notes/Cross-cultural reception.md,missing file in vault
cross-cultural studies,create_planned,/home/dan/wealtheow/Topic Notes/cross-cultural studies.md,missing file in vault
cross-cutting exposure,create_planned,/home/dan/wealtheow/Topic Notes/cross-cutting exposure.md,missing file in vault
cross-linguistic comparison,create_planned,/home/dan/wealtheow/Topic Notes/cross-linguistic comparison.md,missing file in vault
cross-linguistic interference,create_planned,/home/dan/wealtheow/Topic Notes/cross-linguistic interference.md,missing file in vault
cross-linguistic phonology,create_planned,/home/dan/wealtheow/Topic Notes/cross-linguistic phonology.md,missing file in vault
cross-subsidisation,create_planned,/home/dan/wealtheow/Topic Notes/cross-subsidisation.md,missing file in vault
Crosslinx Transit Solutions,create_planned,/home/dan/wealtheow/Topic Notes/Crosslinx Transit Solutions.md,missing file in vault
Crossrail,create_planned,/home/dan/wealtheow/Topic Notes/Crossrail.md,missing file in vault
cross‑subsidisation,create_planned,/home/dan/wealtheow/Topic Notes/cross‑subsidisation.md,missing file in vault
Crowsnest Pass (Municipality),instantiated,/home/dan/wealtheow/Topic Notes/Crowsnest Pass (Municipality).md,filename exists in vault
Crusades,create_planned,/home/dan/wealtheow/Topic Notes/Crusades.md,missing file in vault
cryptography,create_planned,/home/dan/wealtheow/Topic Notes/cryptography.md,missing file in vault
cult dynamics,create_planned,/home/dan/wealtheow/Topic Notes/cult dynamics.md,missing file in vault
Cult Films,create_planned,/home/dan/wealtheow/Topic Notes/Cult Films.md,missing file in vault
cult leader,create_planned,/home/dan/wealtheow/Topic Notes/cult leader.md,missing file in vault
cultural analogy,create_planned,/home/dan/wealtheow/Topic Notes/cultural analogy.md,missing file in vault
Cultural Appropriation,instantiated,/home/dan/wealtheow/Topic Notes/Cultural Appropriation.md,filename exists in vault
Cultural attitudes toward A.I. adoption,create_planned,/home/dan/wealtheow/Topic Notes/Cultural attitudes toward A.I. adoption.md,missing file in vault
cultural capital,instantiated,/home/dan/wealtheow/Topic Notes/cultural capital.md,filename exists in vault
Cultural Change,create_planned,/home/dan/wealtheow/Topic Notes/Cultural Change.md,missing file in vault
cultural contact,create_planned,/home/dan/wealtheow/Topic Notes/cultural contact.md,missing file in vault
cultural context,create_planned,/home/dan/wealtheow/Topic Notes/cultural context.md,missing file in vault
Cultural criticism,create_planned,/home/dan/wealtheow/Topic Notes/Cultural criticism.md,missing file in vault
Cultural Criticism,create_planned,/home/dan/wealtheow/Topic Notes/Cultural Criticism.md,missing file in vault
cultural criticism,create_planned,/home/dan/wealtheow/Topic Notes/cultural criticism.md,missing file in vault
